"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"RYAM","Rayonier Advanced Materials Inc.","14.02","606613252.14","n/a","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ryam",
"RYAM^A","Rayonier Advanced Materials Inc.","107.52","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ryam^a",
"RYN","Rayonier Inc.","27.24","3347183181.72","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ryn",
"RTN","Raytheon Company","148.55","43621261850","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtn",
"RMAX","RE/MAX Holdings, Inc.","49.15","867286007.55","n/a","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/rmax",
"RLGY","Realogy Holdings Corp.","24.155","3445232215.295","n/a","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/rlgy",
"O","Realty Income Corporation","56.57","14628956857.14","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/o",
"O^F","Realty Income Corporation","25.3335","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/o^f",
"RHT","Red Hat, Inc.","78.81","14153966434.32","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","9.25","193618983.5","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rlh",
"RWT","Redwood Trust, Inc.","15.41","1181281719.48","n/a","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rwt",
"RBC","Regal Beloit Corporation","72.55","3247448203.45","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/rbc",
"RGC","Regal Entertainment Group","23.74","3722233865.96","n/a","2002","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rgc",
"REG","Regency Centers Corporation","66.67","6966568777.69","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/reg",
"REG^F","Regency Centers Corporation","25.26","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^f",
"REG^G","Regency Centers Corporation","24.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^g",
"RM","Regional Management Corp.","24.7","282691450.6","n/a","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","13.36","16445824370.08","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.4492","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","27.72","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^b",
"RGS","Regis Corporation","14.08","651462338.56","n/a","1991","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rgs",
"RGA","Reinsurance Group of America, Incorporated","122.53","7867373156.9","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","28.12","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","26.83","0","n/a","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/rzb",
"RS","Reliance Steel & Aluminum Co.","83.31","6045314587.83","n/a","1994","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/rs",
"RENX","RELX N.V.","16.16","33215264000","n/a","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/renx",
"RELX","RELX PLC","17.48","35928392000","n/a","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/relx",
"RNR","RenaissanceRe Holdings Ltd.","131.63","5417301887.38","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rnr",
"RNR^C","RenaissanceRe Holdings Ltd.","25.0839","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^c",
"RNR^E","RenaissanceRe Holdings Ltd.","23.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^e",
"SOL","Renesola Ltd.","0.77","78234189.88","n/a","2008","Technology","Semiconductors","http://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","1.93","656041444.71","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/renn",
"RSG","Republic Services, Inc.","55.63","18912079106.25","n/a","1998","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/rsg",
"RMD","ResMed Inc.","59.03","8321193465","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","32.54","571637501.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ren",
"RFP","Resolute Forest Products Inc.","4.6","412237339.8","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/rfp",
"RSO","Resource Capital Corp.","8.99","279254616.95","n/a","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rso",
"RSO^A","Resource Capital Corp.","23.44","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^a",
"RSO^B","Resource Capital Corp.","22.13","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^b",
"RSO^C","Resource Capital Corp.","22.37","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^c",
"QSR","Restaurant Brands International Inc.","48.24","11292859299.6","n/a","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/qsr",
"RH","Restoration Hardware Holdings Inc.","36.48","1485145378.56","n/a","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/rh",
"RPAI","Retail Properties of America, Inc.","15.3","3631830462","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpai",
"RPAI^A","Retail Properties of America, Inc.","25.5668","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpai^a",
"REV","Revlon, Inc.","28.95","1519824221.7","n/a","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"REX","REX American Resources Corporation","89.15","586787885.35","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rex",
"REXR","Rexford Industrial Realty, Inc.","22.22","1467414732.74","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","22.7747","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rexr^a",
"RXN","Rexnord Corporation","22.02","2262802482.78","n/a","2012","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RAI","Reynolds American Inc","54.61","77862302776.48","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/rai",
"RICE","Rice Energy Inc.","25.68","5202543325.68","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rice",
"RMP","Rice Midstream Partners LP","22.06","2247977003.36","n/a","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/rmp",
"RNG","Ringcentral, Inc.","23","1692441016","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","39.35","87475050000","n/a","2002","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","37.91","4043528669.88","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","7.86","8269775315.04","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/rad",
"RIV","RiverNorth Opportunities Fund, Inc.","19.18","72023872.9","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/riv",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","19.12","200760000","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/opp",
"RLI","RLI Corp.","64.49","2831559398.97","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","22.33","2775577533.19","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rlj",
"RRTS","Roadrunner Transportation Systems, Inc","10.17","389921115.42","n/a","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","45.26","5833395386.32","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"ROK","Rockwell Automation, Inc.","132.92","17044219681.36","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","92.96","12108660136.16","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/col",
"RCI","Rogers Communication, Inc.","38.73","15584720898.09","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","73.54","1321755673.06","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","32.58","7096917624.84","n/a","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","183.13","18575645229.13","n/a","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rop",
"RST","Rosetta Stone","8.31","183353859.33","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rst",
"RDC","Rowan Companies plc","16.5","2069745595.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rdc",
"RY","Royal Bank Of Canada","66.53","98823234345.16","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ry",
"RY^S","Royal Bank Of Canada","25.5201","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ry^s",
"RY^T","Royal Bank Of Canada","29.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ry^t",
"RBS","Royal Bank Scotland plc (The)","5.04","29612520000","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs",
"RBS^F","Royal Bank Scotland plc (The)","25.91","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^f",
"RBS^H","Royal Bank Scotland plc (The)","25.45","0","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^h",
"RBS^L","Royal Bank Scotland plc (The)","24.62","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^l",
"RBS^S","Royal Bank Scotland plc (The)","25.19","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^s",
"RCL","Royal Caribbean Cruises Ltd.","83.02","17814599632.48","n/a","1993","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rds.b",
"RGT","Royce Global Value Trust, Inc.","7.95","82241947.05","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","8.25","306369071.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","13.44","1081634682.24","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","18.28","3976305980.52","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","53.09","7080971232.78","n/a","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/rpm",
"RSPP","RSP Permian, Inc.","42.03","5335445266.11","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rspp",
"RT","Ruby Tuesday, Inc.","3.17","190823726.03","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rt",
"RTEC","Rudolph Technologies, Inc.","19.85","615674468.1","n/a","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtec",
"R","Ryder System, Inc.","81.56","4360883764.28","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","13.55","503138857.45","n/a","2014","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","57.06","2910404870.64","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","119.92","31071272000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/spgi",
"SBR","Sabine Royalty Trust","36","524856420","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sbr",
"SB","Safe Bulkers, Inc","1.54","128761907.12","n/a","2008","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sb",
"SB^B","Safe Bulkers, Inc","23.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^b",
"SB^C","Safe Bulkers, Inc","15.57","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","16.04","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","12.05","243872225.95","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/sfe",
"CRM","Salesforce.com Inc","73.73","51367691000","n/a","2004","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","13.28","235354122.72","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/smm",
"SBH","Sally Beauty Holdings, Inc.","26.93","3880866922.97","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","6.17","287576271.32","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","7.75","514674260.5","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sn",
"SD","SandRidge Energy, Inc.","23.92","492167179.92","n/a","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","1.41","39480000","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","1.42","70609500","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","3.1","162750000","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/per",
"SNY","Sanofi","39.84","102556583211.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","14.05","5034654505.95","n/a","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sc",
"SOV^C","Santander Holdings USA, Inc.","25.6764","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sov^c",
"SAP","SAP SE","85.61","105172247301.52","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sap",
"SAQ","Saratoga Investment Corp","25.11","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/saq",
"SAR","Saratoga Investment Corp","19.97","114164016.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","26.32","17219283091.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","64.26","1375164000","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","25.1788","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bfs^c",
"SCG","Scana Corporation","71.01","10148530276.17","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/scg",
"SLB","Schlumberger N.V.","81.29","113099459754.71","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"SWM","Schweitzer-Mauduit International, Inc.","42.65","1302341207.5","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","83.95","3712530840.05","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/saic",
"SALT","Scorpio Bulkers Inc.","5.35","402870616.65","n/a","2013","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","22.27","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sltb",
"SBNA","Scorpio Tankers Inc.","22.65","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbna",
"SBNB","Scorpio Tankers Inc.","25.27","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sbnb",
"STNG","Scorpio Tankers Inc.","4.28","747415351.4","n/a","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","90.45","5481894285.9","n/a","1992","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/smg",
"LBF","Scudder Global High Income Fund, Inc.","8.1643","52925923.8372","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lbf",
"KMM","Scudder Multi-Market Income Trust","8.4","188189920.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","12.76","501360573.56","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","11.86","51689485.44","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","12.08","135032148.64","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/ksm",
"SA","Seabridge Gold, Inc.","9.2","498074632.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","60.04","1040838610.12","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ckh",
"SDRL","Seadrill Limited","2.6","1321955128","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","3.51","322293816","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdlp",
"SEE","Sealed Air Corporation","47.46","9174374899.2","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/see",
"SSW","Seaspan Corporation","9.66","1020798745.68","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","21.0601","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","21.23","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","20.84","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","20.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ssw^h",
"SSWN","Seaspan Corporation","25.1","0","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sswn",
"SEAS","SeaWorld Entertainment, Inc.","17.6","1565899948.8","n/a","2013","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","17.76","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","17.82","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbr",
"SEM","Select Medical Holdings Corporation","12.9","1707046938","n/a","2009","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sem",
"SGZA","Selective Insurance Group, Inc.","24.54","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/sgza",
"SEMG","Semgroup Corporation","35.6","2353136610.8","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","6.74","569868307.56","n/a","2004","Technology","Semiconductors","http://www.nasdaq.com/symbol/smi",
"SRE","Sempra Energy","99.46","24871064374.58","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sre",
"ST","Sensata Technologies Holding N.V.","38.39","6559324344.87","n/a","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","78.24","3485029923.84","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","2","149848570","n/a","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","47.72","2661547830.36","n/a","2015","Finance","Real Estate","http://www.nasdaq.com/symbol/srg",
"SCI","Service Corporation International","27.27","5194636338.96","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","39.03","5259600993.12","n/a","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","87.74","14564840000","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/now",
"SHAK","Shake Shack, Inc.","37.94","1379270077.08","n/a","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","19.54","9076324372.48","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","27.39","4856724791.16","n/a","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","274.97","25546841542.77","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/shw",
"SHG","Shinhan Financial Group Co Ltd","37.65","17853614450.55","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","14.05","1313739278.75","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sfl",
"SHOP","Shopify Inc.","43.27","3288638603.07","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","48.89","1717433000.57","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/sstk",
"SBGL","Sibanye Gold Limited","8.67","1985734646.46","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sbgl",
"SIG","Signet Jewelers Limited","93.07","7035665180.98","n/a","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/sig",
"SBY","Silver Bay Realty Trust Corp.","17.52","619858195.68","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sby",
"SSNI","Silver Spring Networks, Inc.","14.7","762848738.4","n/a","2013","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ssni",
"SLW","Silver Wheaton Corp","18.07","7973280399.11","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/slw",
"SPG","Simon Property Group, Inc.","181.3","56971261832.1","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","70.49","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","48.17","2290330415.74","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","52.43","5662440000","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shi",
"SITE","SiteOne Landscape Supply, Inc.","35.6","1407703708.4","n/a","2016","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","57.83","5323654979.91","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/six",
"SJW","SJW Group","54.69","1118750945.25","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","21.28","13536602914.24","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","22.14","3495378514.5","n/a","1999","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/skx",
"SLG","SL Green Realty Corporation","105.17","10656054617.13","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corporation","25.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slg^i",
"SM","SM Energy Company","35.59","3091677283.71","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sm",
"SFS","Smart","13.55","984163450.95","n/a","2014","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfs",
"SNN","Smith & Nephew SNATS, Inc.","28.21","12912383630.51","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/snn",
"AOS","Smith (A.O.) Corporation","49.2","8556530128.8","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/aos",
"SNA","Snap-On Incorporated","170.58","9897921728.58","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sna",
"SQM","Sociedad Quimica y Minera S.A.","28.01","7372134637.24","n/a","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sqm",
"SLRA","Solar Capital Ltd.","24.67","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/slra",
"SAH","Sonic Automotive, Inc.","21.15","949002636.15","n/a","1997","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","54.56","5447754620","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","29.5","37247843420","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/sne",
"BID","Sotheby&#39;s","39.07","2069425183.05","n/a","1988","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bid",
"SOR","Source Capital, Inc.","35.91","310809668.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","32.85","2610846452.7","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/sji",
"SXE","Southcross Energy Partners, L.P.","1.35","89155304.1","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxe",
"SCE^F","Southern California Edison Company","24.21","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^f",
"SCE^G","Southern California Edison Company","23.37","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","25.92","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^h",
